200001,-0.050904,1394.46,16335853400,-0.263140442
200002,-0.020108,1366.42,17000489400,-0.290086917
200003,0.09672,1498.58,18164841500,-0.028672224
200004,-0.030796,1452.43,17154885400,-0.062060018
200005,-0.021915,1420.6,16504046900,0.046474667
200006,0.023934,1454.6,17404669300,-0.122859978
200007,-0.016341,1430.83,17107397600,-0.037725403
200008,0.060699,1517.68,18437963200,-0.031679763
200009,-0.053483,1436.51,17567059800,0.136041857
200010,-0.004949,1429.4,17119897600,-0.107368711
200011,-0.080069,1314.95,15329340400,-0.032125342
200012,0.004053,1320.28,15624100800,0.146151609
200101,0.034637,1366.01,16247407800,0.073069142
200102,-0.092291,1239.94,14622097600,0.04016293
200103,-0.064205,1160.33,13601431700,-0.000473056
200104,0.076814,1249.46,14742347300,0.019792297
200105,0.00509,1255.82,14875819200,0.172775396
200106,-0.025004,1224.42,14636543800,0.060635173
200107,-0.010772,1211.23,14375437400,-0.026259603
200108,-0.064108,1133.58,13528337900,0.008734568
200109,-0.081723,1040.94,12277853200,-0.027529253
200110,0.018099,1059.78,12628733400,0.123704805
200111,0.075176,1139.45,13604660700,0.002083011
200112,0.007574,1148.08,13845869200,-0.088603724
200201,-0.015574,1130.2,13620788500,-0.078705942
200202,-0.020766,1106.73,13317443300,-0.10664942
200203,0.036739,1147.39,13938814000,-0.134085864
200204,-0.061418,1076.92,13265429800,-0.107010885
200205,-0.009081,1067.14,13217328600,-0.134830215
200206,-0.072465,989.81,12327332700,-0.131772537
200207,-0.078995,911.62,11333640300,-0.097016247
200208,0.004881,916.07,11395657400,-0.088921946
200209,-0.110013,815.29,10239296600,-0.030781684
200210,0.086436,885.76,11000440200,-0.033008137
200211,0.05707,936.31,11656594400,-0.049002182
200212,-0.060333,879.82,11027058000,0.0328792
200301,-0.027415,855.7,10754493000,0.046160166
200302,-0.017004,841.15,10566078300,-0.006350508
200303,0.008358,848.18,10669823900,-0.008627249
200304,0.081044,916.92,11539346000,-0.01642964
200305,0.050899,963.59,12248393700,0.057392106
200306,0.011322,974.5,12445633700,0.023780538
200307,0.016224,990.31,12720656300,-0.019525853
200308,0.017873,1008.01,13036042500,0.085176811
200309,-0.011944,995.97,12956379100,0.062081796
200310,0.054962,1050.71,13732410800,0.053760688
200311,0.007129,1058.2,13963738800,0.008035906
200312,0.050765,1111.92,14577750500,0.128025009
200401,0.017276,1131.13,14908589300,-0.026957646
200402,0.012209,1144.94,15162027100,-0.034517739
200403,-0.016359,1126.21,15032795400,-0.029750519
200404,-0.016791,1107.3,14673034000,0.004857339
200405,0.012083,1120.68,14868195000,-0.004525461
200406,0.017989,1140.84,15182844100,-0.0161726
200407,-0.034291,1101.72,14607120000,-0.008547336
200408,0.002287,1104.24,14635159600,-0.087909899
200409,0.009364,1114.58,14916206900,-0.032443294
200410,0.014014,1130.2,15138081500,-0.005981003
200411,0.038595,1173.82,15888015900,-0.047142389
200412,0.032458,1211.92,16450514700,-1.38E-05
200501,-0.02529,1181.27,15998455500,-0.067175709
200502,0.018903,1203.6,16344445600,-0.045702044
200503,-0.019118,1180.59,16068860000,-0.065941582
200504,-0.020109,1156.85,15648808100,-0.070823782
200505,0.029952,1191.5,16204602200,-0.066063156
200506,-0.000143,1191.33,16375413300,-0.152551958
200507,0.035968,1234.18,17061918800,-0.134661445
200508,-0.011222,1220.33,16911722600,-0.172132969
200509,0.006949,1228.81,17075587900,-0.000162871
200510,-0.017741,1207.01,16695259400,-0.057660772
200511,0.035186,1249.48,17352688700,-0.051502899
200512,-0.000952,1248.29,17371147800,-0.002177434
200601,0.025467,1280.08,17994587700,0.000344447
200602,0.000453,1280.66,17983540800,-0.003428193
200603,0.011065,1294.83,18304170200,-0.033783849
200604,0.012187,1310.61,18441385800,-0.003693436
200605,-0.030917,1270.09,17850646000,-0.009303427
200606,0.000087,1270.2,17824177000,0.01847384
200607,0.005086,1276.66,17760953800,-0.011040737
200608,0.021274,1303.82,18098794900,-0.030298331
200609,0.024566,1335.85,18420061900,0.019961611
200610,0.031508,1377.94,19065588300,0.085956305
200611,0.016467,1400.63,19449754400,0.16970848
200612,0.012616,1418.3,19608350300,0.137611812
200701,0.014059,1438.24,19932046600,0.191353584
200702,-0.021846,1406.82,19593728700,0.227102555
200703,0.00998,1420.86,19848667100,0.116159217
200704,0.043291,1482.37,20579378200,0.192369858
200705,0.032549,1530.62,21300182800,0.073484839
200706,-0.017816,1503.35,20935760400,0.07240136
200707,-0.031982,1455.27,20191296500,0.317003894
200708,0.012864,1473.99,20368714800,0.132810064
200709,0.035794,1526.75,21116624000,0.201775517
200710,0.014822,1549.38,21518153300,0.023514658
200711,-0.044043,1481.14,20300595400,-0.035881949
200712,-0.008628,1468.36,20195657400,-0.078596702
200801,-0.061163,1378.55,18879737500,-0.164277374
200802,-0.034761,1330.63,18359330600,-0.136723181
200803,-0.00596,1322.7,18165547300,-0.205074278
200804,0.047547,1385.59,19046195300,-0.256757005
200805,0.010674,1400.38,19441549200,-0.172648953
200806,-0.085962,1280,17907074700,-0.216982896
200807,-0.009859,1267.38,17645994600,-0.062463453
200808,0.012191,1282.83,17793739300,0.103979485
200809,-0.090791,1166.36,16056437000,-0.215014944
200810,-0.169425,968.75,13025617900,0.352784925
200811,-0.074849,896.24,11861219600,0.045167588
200812,0.007822,903.25,12129127700,0.005673643
200901,-0.085657,825.88,11163925900,0.316206676
200902,-0.109931,735.09,9976692210,0.362406823
200903,0.085405,797.87,10723065500,0.426345857
200904,0.093925,872.81,11886320400,-0.063368182
200905,0.053081,919.14,12732361000,-0.030937295
200906,0.000196,919.32,12730320300,0.038685745
