199112,0.111588,417.09,3997265300,0.197042861
199201,-0.0199,408.79,3987564690,0.021140401
199202,0.009565,412.7,4034386120,-0.132846843
199203,-0.021832,403.69,3975481440,-0.004750364
199204,0.027893,414.95,4018103920,0.06691287
199205,0.000964,415.35,4031463830,0.173113416
199206,-0.017359,408.14,3978389000,0.363120098
199207,0.039374,424.21,4132800830,0.070519408
199208,-0.023998,414.03,4036583830,-0.012568412
199209,0.009106,417.8,4093047090,0.011849295
199210,0.002106,418.68,4137175460,0.122627698
199211,0.030262,431.35,4296086220,0.11412373
199212,0.010108,435.71,4396430190,0.175210933
199301,0.007046,438.78,4451554470,0.057567265
199302,0.010484,443.38,4475207560,-0.127717975
199303,0.018697,451.67,4612158360,-0.323648913
199304,-0.025417,440.19,4500044390,-0.241901383
199305,0.022717,450.19,4630766820,-0.172661231
199306,0.000755,450.53,4702527750,-0.398168624
199307,-0.005327,448.13,4700731930,-0.126863912
199308,0.034432,463.56,4885087990,-0.092882456
199309,-0.009988,458.93,4911217610,-0.046140631
199310,0.019393,467.83,5002318260,0.062270572
199311,-0.012911,461.79,4918457490,0.002548803
199312,0.010091,466.45,5055729830,-0.082772618
199401,0.032501,481.61,5217543330,0.044941752
199402,-0.030045,467.14,5096183670,-0.063190552
199403,-0.045746,445.77,4874971790,0.068507058
199404,0.011531,450.91,4916295320,0.014389739
199405,0.012419,456.51,4962658440,-0.008626507
199406,-0.026812,444.27,4837094660,-0.027803957
199407,0.031467,458.25,4984087620,-0.050089809
199408,0.037643,475.5,5180068620,-0.178902409
199409,-0.026898,462.71,5088586130,-0.012770741
199410,0.020834,472.35,5147022960,0.029318199
199411,-0.039505,453.69,4941904580,0.19688274
199412,0.012299,459.27,5000485040,0.248719497
199501,0.024278,470.42,5091745470,0.156368602
199502,0.036074,487.39,5282589250,0.217419923
199503,0.027329,500.71,5430075100,0.153786278
199504,0.02796,514.71,5558687650,-0.005673452
199505,0.036312,533.4,5734778530,-0.158188579
199506,0.021279,544.75,5923382210,0.052689638
199507,0.031776,562.06,6150390520,0.128643531
199508,-0.00032,561.88,6209588450,0.096089799
199509,0.040098,584.41,6446868540,0.052084315
199510,-0.004979,581.5,6388316090,0.060236796
199511,0.041049,605.37,6671066120,-0.07931927
199512,0.017444,615.93,6785382030,-0.137492668
199601,0.032617,636.02,6966290220,-0.009291909
199602,0.006934,640.43,7073478460,-0.093642124
199603,0.007917,645.5,7171504960,-0.119545454
199604,0.013431,654.17,7381249820,-0.041079281
199605,0.022853,669.12,7603737260,-0.029147009
199606,0.002257,670.63,7569755410,0.006913264
199607,-0.045748,639.95,7151478040,0.044896506
199608,0.018814,651.99,7391345430,0.062900075
199609,0.054173,687.31,7788482710,0.011062706
199610,0.026131,705.27,7881998260,0.001847962
199611,0.073376,757.02,8397618160,0.057055837
199612,-0.021505,740.74,8306022360,-0.018679391
199701,0.061317,786.16,8732253490,-0.089431077
199702,0.005928,790.82,8715161190,-0.092458439
199703,-0.042614,757.12,8328563980,-0.188295645
199704,0.058406,801.34,8664352550,-0.102405441
199705,0.058577,848.28,9276401230,-0.148071293
199706,0.043453,885.14,9668399130,-0.116508575
199707,0.078123,954.29,10409843200,-0.12734474
199708,-0.057446,899.47,10028129600,-0.132416442
199709,0.053154,947.28,10643582100,0.155343512
199710,-0.034478,914.62,10271866100,0.160457052
199711,0.044587,955.4,10586696000,-0.058205032
199712,0.015732,970.43,10794170200,0.020636536
199801,0.01015,980.28,10832553600,0.046217629
199802,0.070449,1049.34,11609181700,-0.183475416
199803,0.049946,1101.75,12270630900,-0.211695444
199804,0.009076,1111.75,12404129800,-0.111383729
199805,-0.018826,1090.82,12109391500,-0.075957839
199806,0.039438,1133.84,12563660200,0.090926163
199807,-0.011615,1120.67,12280112800,-0.106057589
199808,-0.145797,957.28,10329305300,-0.140853791
199809,0.062396,1017.01,10989073800,-0.083733764
199810,0.080294,1098.67,11786920600,-0.161834297
199811,0.059126,1163.63,12531813100,-0.171282908
199812,0.056375,1229.23,13297313900,-0.181484607
199901,0.041009,1279.64,13750420400,-0.150284647
199902,-0.032283,1238.33,13243811000,-0.205137129
199903,0.038794,1286.37,13752957900,-0.046151858
199904,0.037944,1335.18,14474202500,-0.039346501
199905,-0.02497,1301.84,14220263400,-0.021006295
199906,0.054438,1372.71,14892886500,0.138063508
199907,-0.032046,1328.72,14464990300,-0.055862133
199908,-0.006254,1320.41,14333128400,-0.103312508
199909,-0.028552,1282.71,14046407600,-0.162365699
199910,0.062539,1362.93,14999099600,-0.209687096
199911,0.019062,1388.91,15654272800,-0.214700298
199912,0.057844,1469.25,17017284300,-0.127686626
